"COMPANY","PRODUK_GROUP","brand","OPERATING","ORGANIZATION","Nasional","L1","L2_jabo","L2_subdist","L2_jabar","L2_jateng","L3","L4","MANAGER","gr_sty1","BRAND","CHANNEL","SUB_CHANNEL","CHANNEL_FORMAT","SALES_TYPE.y","jml","totalsum"
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Anggi","Anggi",NA,"Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL HYPERMARKET","Modern",1195,46112.25
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Anggi","Anggi",NA,"Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL SUPERMARKET","Modern",117,857
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Anggi","Anggi",NA,"Beverage","MODERN TRADE","MT NKA","CASH N CARRY","Modern",2337,508613.8342
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Anggi","Anggi",NA,"Beverage","MODERN TRADE","MT NKA","NKA MINIMARKET","Modern",112,4273.5835
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Anggi","Anggi",NA,"Beverage","MODERN TRADE","MT NKA","NKA SUPERMARKET","Modern",17840,284767.3476
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Teddy","Teddy",NA,"Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL HYPERMARKET","Modern",5292,247883.5035
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Teddy","Teddy",NA,"Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL MINIMARKET","Modern",1,-24.75
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Teddy","Teddy",NA,"Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL SUPERMARKET","Modern",68,344.0834
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Teddy","Teddy",NA,"Beverage","MODERN TRADE","MT NKA","NKA MINIMARKET","Modern",4236,721963.0812
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Teddy","Teddy",NA,"Beverage","MODERN TRADE","MT NKA","NKA SUPERMARKET","Modern",1590,4260.8337
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Adi","Adi",NA,"Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL HYPERMARKET","Modern",744,14539.5006
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Adi","Adi",NA,"Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL SUPERMARKET","Modern",1089,3301.0839
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Adi","Adi",NA,"Beverage","MODERN TRADE","MT NKA","CASH N CARRY","Modern",1198,270544.4184
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Adi","Adi",NA,"Beverage","MODERN TRADE","MT NKA","NKA SUPERMARKET","Modern",8919,165329.1759
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Triadi","Triadi",NA,"Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL HYPERMARKET","Modern",1209,16344.6666
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Triadi","Triadi",NA,"Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL SUPERMARKET","Modern",250,1845.3334
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Triadi","Triadi",NA,"Beverage","MODERN TRADE","MT NKA","NKA MINIMARKET","Modern",4875,588127.0032
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Triadi","Triadi",NA,"Beverage","MODERN TRADE","MT NKA","NKA SUPERMARKET","Modern",5933,40217.8357
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Online","Online Shop",NA,"Beverage","MODERN TRADE","E-COMMERCE","E-COMMERCE ONLINESHOP","Modern",1459,67007.0831
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Selatan","Selatan",NA,"Beverage","FOOD SERVICE","FOOD SERVICE","CAFE","Traditional",92,168.1672
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Selatan","Selatan",NA,"Beverage","FOOD SERVICE","FOOD SERVICE","RESTAURANT","Traditional",26,50.5834
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Selatan","Selatan",NA,"Beverage","FOOD SERVICE","FOOD SUPPLIER","FOOD SUPPLIER","Traditional",11,309
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Selatan","Selatan",NA,"Beverage","FROZEN N TBK","FROZEN FOOD","FROZEN","Traditional",448,1744.8334
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Selatan","Selatan",NA,"Beverage","FROZEN N TBK","TOKO BAHAN KUE","TOKO BAHAN KUE","Traditional",311,2958
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Selatan","Selatan",NA,"Beverage","GENERAL TRADE","INSTITUSI","INSTITUSI","Traditional",36,444
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Selatan","Selatan",NA,"Beverage","GENERAL TRADE","RETAIL","RETAIL FOOD","Traditional",274,492.3333
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Selatan","Selatan",NA,"Beverage","GENERAL TRADE","RETAIL","RETAIL REGULAR","Traditional",1301,11009.2502
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Selatan","Selatan",NA,"Beverage","GENERAL TRADE","WHOLESALER","WHOLESALER BEVERAGES","Traditional",191,62096
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Selatan","Selatan",NA,"Beverage","GENERAL TRADE","WHOLESALER","WHOLESALER FOOD","Traditional",206,11323.4168
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Selatan","Selatan",NA,"Beverage","GENERAL TRADE","WHOLESALER","WHOLESALER REGULAR","Traditional",1732,57112.0835
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Selatan","Selatan",NA,"Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL MINIMARKET","Traditional",537,4393.2501
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Selatan","Selatan",NA,"Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL SUPERMARKET","Traditional",820,14879.6669
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Selatan","Selatan",NA,"Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL WHOLESALER MODERN","Traditional",79,10853.5
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","FOOD SERVICE","FOOD SERVICE","BAKERY N CAKE","Traditional",64,35.7496
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","FOOD SERVICE","FOOD SERVICE","CAFE","Traditional",36,75.7499
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","FOOD SERVICE","FOOD SERVICE","FOODSTALL","Traditional",4,5
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","FOOD SERVICE","FOOD SERVICE","RESTAURANT","Traditional",12,752
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","FOOD SERVICE","FOOD SUPPLIER","FOOD SUPPLIER","Traditional",51,142
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","FROZEN N TBK","FROZEN FOOD","FROZEN","Traditional",387,729.4999
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","FROZEN N TBK","TOKO BAHAN KUE","TOKO BAHAN KUE","Traditional",57,109.3334
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","GENERAL TRADE","INSTITUSI","INSTITUSI","Traditional",21,142
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","GENERAL TRADE","RETAIL","RETAIL BEVERAGES","Traditional",2,4
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","GENERAL TRADE","RETAIL","RETAIL FOOD","Traditional",50,59
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","GENERAL TRADE","RETAIL","RETAIL REGULAR","Traditional",986,1794.5001
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","GENERAL TRADE","WHOLESALER","WHOLESALER BEVERAGES","Traditional",202,35940
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","GENERAL TRADE","WHOLESALER","WHOLESALER FOOD","Traditional",6,1600
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","GENERAL TRADE","WHOLESALER","WHOLESALER REGULAR","Traditional",1079,85420.6668
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL MINIMARKET","Traditional",573,76622.6669
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL SUPERMARKET","Traditional",745,8016.0004
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","MODERN TRADE","MT NKA","CASH N CARRY","Traditional",267,50975.2502
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","MODERN TRADE","MT NKA","NKA MINIMARKET","Traditional",90,1685.2502
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Timur","Timur",NA,"Beverage","MODERN TRADE","MT NKA","NKA SUPERMARKET","Traditional",607,7381.4169
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Barat","Barat",NA,"Beverage","FOOD SERVICE","FOOD SERVICE","CAFE","Traditional",95,143
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Barat","Barat",NA,"Beverage","FOOD SERVICE","FOOD SERVICE","FOODSTALL","Traditional",2,4
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Barat","Barat",NA,"Beverage","FOOD SERVICE","FOOD SUPPLIER","FOOD SUPPLIER","Traditional",4,50
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Barat","Barat",NA,"Beverage","FROZEN N TBK","FROZEN FOOD","FROZEN","Traditional",254,1024
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Barat","Barat",NA,"Beverage","FROZEN N TBK","TOKO BAHAN KUE","TOKO BAHAN KUE","Traditional",249,764
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Barat","Barat",NA,"Beverage","GENERAL TRADE","INSTITUSI","INSTITUSI","Traditional",19,2035.8333
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Barat","Barat",NA,"Beverage","GENERAL TRADE","RETAIL","RETAIL FOOD","Traditional",193,357.8334
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Barat","Barat",NA,"Beverage","GENERAL TRADE","RETAIL","RETAIL REGULAR","Traditional",509,2186.5001
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Barat","Barat",NA,"Beverage","GENERAL TRADE","WHOLESALER","WHOLESALER BEVERAGES","Traditional",249,115822
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Barat","Barat",NA,"Beverage","GENERAL TRADE","WHOLESALER","WHOLESALER FOOD","Traditional",239,12879
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Barat","Barat",NA,"Beverage","GENERAL TRADE","WHOLESALER","WHOLESALER REGULAR","Traditional",899,35464.5001
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Barat","Barat",NA,"Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL HYPERMARKET","Traditional",26,363.5833
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Barat","Barat",NA,"Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL MINIMARKET","Traditional",218,1638.1667
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Barat","Barat",NA,"Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL SUPERMARKET","Traditional",276,8614.8333
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Barat","Barat",NA,"Beverage","MODERN TRADE","MT NKA","CASH N CARRY","Traditional",681,41203.5009
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Barat","Barat",NA,"Beverage","MODERN TRADE","MT NKA","NKA SUPERMARKET","Traditional",478,4398.6669
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Horeca","Horeca",NA,"Beverage","FOOD SERVICE","FOOD SERVICE","BAKERY N CAKE","Horeca",3,2
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Horeca","Horeca",NA,"Beverage","FOOD SERVICE","FOOD SERVICE","CAFE","Horeca",677,1434
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Horeca","Horeca",NA,"Beverage","FOOD SERVICE","FOOD SERVICE","CATERING","Horeca",49,256
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Horeca","Horeca",NA,"Beverage","FOOD SERVICE","FOOD SERVICE","FOODSTALL","Horeca",185,1294
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Horeca","Horeca",NA,"Beverage","FOOD SERVICE","FOOD SERVICE","HOTEL","Horeca",207,577.6667
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Horeca","Horeca",NA,"Beverage","FOOD SERVICE","FOOD SERVICE","RESTAURANT","Horeca",2181,27394.2503
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Horeca","Horeca",NA,"Beverage","FOOD SERVICE","FOOD SUPPLIER","FOOD SUPPLIER","Horeca",853,7326.5
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A01-MSP Jakarta","Nasional","Jakarta","Jabodetabek",NA,NA,NA,NA,"Horeca","Horeca",NA,"Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL SUPERMARKET","Horeca",53,1013.1667
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim1",NA,"Indotim",NA,"Beverage","SUBDIST","INDOBAR","KENDARI","Indonesia Timur I",274,74510.1669
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim1",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","AMBON","Indonesia Timur I",103,25491
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim1",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","BONE","Indonesia Timur I",25,4674.25
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim1",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","BULUKUMBA","Indonesia Timur I",27,3429.4167
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim1",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","LUWUK","Indonesia Timur I",26,2900
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim1",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","MAKASAR","Indonesia Timur I",333,265064.7503
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim1",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","MAMUJU","Indonesia Timur I",24,3900.6667
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim1",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","MANDO","Indonesia Timur I",197,35436.3333
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim1",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","MANGKUTAMA","Indonesia Timur I",24,3986
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim1",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","PALOPO","Indonesia Timur I",19,5482.25
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim1",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","PALU","Indonesia Timur I",216,28404.5004
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim1",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","PARE-PARE","Indonesia Timur I",15,1867
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim1",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","SENGKANG","Indonesia Timur I",27,3324.3334
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim1",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","TERNATE","Indonesia Timur I",181,25043
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim1",NA,"Psi",NA,"Beverage","SUBDIST","INDOTIM","GORONTALO","Indonesia Timur I",78,16734.4166
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim2",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","ENDE","Indonesia Timur II",130,6799.9166
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim2",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","KUPANG","Indonesia Timur II",71,8816.25
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim2",NA,"Indotim",NA,"Beverage","SUBDIST","PSI","LOMBOK","Indonesia Timur II",193,164777.5833
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim2",NA,"Indotim 2",NA,"Beverage","SUBDIST","PSI","PSI","Indonesia Timur II",7,140
"MSP Nasional","01 - MARJAN SYRUP","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim2",NA,"Psi",NA,"Beverage","SUBDIST","PSI","BABAT","Indonesia Timur II",171,63497.4167
