"COMPANY","PRODUK_GROUP","brand","OPERATING","ORGANIZATION","Nasional","L1","L2_jabo","L2_subdist","L2_jabar","L2_jateng","L3","L4","MANAGER","gr_sty1","BRAND","CHANNEL","SUB_CHANNEL","CHANNEL_FORMAT","SALES_TYPE.y","jml","totalsum"
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim2",NA,"Psi",NA,"Beverage","SUBDIST","PSI","SURABAYA","Indonesia Timur II",73,4438.9167
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","BERAU","Indonesia Timur III",7,32
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","NUNUKAN","Indonesia Timur III",8,9
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","PANGKALANBUN","Indonesia Timur III",37,225.1666
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","PONTIANAK","Indonesia Timur III",18,900
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","T SELORHILIR","Indonesia Timur III",18,40
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Indotim",NA,"Beverage","SUBDIST","INDOTIM","TARAKAN","Indonesia Timur III",29,195.8334
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Irian Jaya",NA,"Beverage","SUBDIST","INDOTIM","AIMAS","Indonesia Timur III",7,18
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Irian Jaya",NA,"Beverage","SUBDIST","INDOTIM","BIAK","Indonesia Timur III",1,6
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Irian Jaya",NA,"Beverage","SUBDIST","INDOTIM","BINTUNI","Indonesia Timur III",3,11
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Irian Jaya",NA,"Beverage","SUBDIST","INDOTIM","JAYAPURA","Indonesia Timur III",25,316.9167
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Irian Jaya",NA,"Beverage","SUBDIST","INDOTIM","MANOKWARI","Indonesia Timur III",14,178
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Irian Jaya",NA,"Beverage","SUBDIST","INDOTIM","MERAUKE","Indonesia Timur III",11,70
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Irian Jaya",NA,"Beverage","SUBDIST","INDOTIM","NABIRE","Indonesia Timur III",16,111
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Irian Jaya",NA,"Beverage","SUBDIST","INDOTIM","SENTANI","Indonesia Timur III",1,0
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Irian Jaya",NA,"Beverage","SUBDIST","INDOTIM","SORONG","Indonesia Timur III",18,96
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Irian Jaya",NA,"Beverage","SUBDIST","INDOTIM","TIMIKA","Indonesia Timur III",4,4
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Psi",NA,"Beverage","SUBDIST","PSI","BALIKPAPAN","Indonesia Timur III",52,2380.8334
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Psi",NA,"Beverage","SUBDIST","PSI","BANJARMASIN","Indonesia Timur III",73,3375
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Psi",NA,"Beverage","SUBDIST","PSI","SAMARINDA","Indonesia Timur III",44,1772
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,"Indotim3",NA,"Psi",NA,"Beverage","SUBDIST","PSI","SAMPIT","Indonesia Timur III",23,542.3334
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,NA,"Indobar","Indobar",NA,"Beverage","SUBDIST","INDOBAR","BANGKA","Indonesia Barat",27,293
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,NA,"Indobar","Indobar",NA,"Beverage","SUBDIST","INDOBAR","BATAM","Indonesia Barat",35,1381
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,NA,"Indobar","Indobar",NA,"Beverage","SUBDIST","INDOBAR","BATURAJA","Indonesia Barat",12,257.9167
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,NA,"Indobar","Indobar",NA,"Beverage","SUBDIST","INDOBAR","BELITUNG","Indonesia Barat",37,149.6667
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,NA,"Indobar","Indobar",NA,"Beverage","SUBDIST","INDOBAR","BENGKULU","Indonesia Barat",28,470.1667
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,NA,"Indobar","Indobar",NA,"Beverage","SUBDIST","INDOBAR","BUKIT TINGGI","Indonesia Barat",22,108
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,NA,"Indobar","Indobar",NA,"Beverage","SUBDIST","INDOBAR","JAMBI","Indonesia Barat",29,911
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,NA,"Indobar","Indobar",NA,"Beverage","SUBDIST","INDOBAR","LAMPUNG","Indonesia Barat",24,601
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,NA,"Indobar","Indobar",NA,"Beverage","SUBDIST","INDOBAR","LUBUKLINGGAU","Indonesia Barat",24,194.4167
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,NA,"Indobar","Indobar",NA,"Beverage","SUBDIST","INDOBAR","MEDAN","Indonesia Barat",69,2034
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,NA,"Indobar","Indobar",NA,"Beverage","SUBDIST","INDOBAR","PADANG","Indonesia Barat",14,55
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,NA,"Indobar","Indobar",NA,"Beverage","SUBDIST","INDOBAR","PALEMBANG","Indonesia Barat",51,1572.4167
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,NA,"Indobar","Indobar",NA,"Beverage","SUBDIST","INDOBAR","PASAMAN","Indonesia Barat",8,44
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,NA,"Indobar","Indobar",NA,"Beverage","SUBDIST","INDOBAR","PEKANBARU","Indonesia Barat",33,1558
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,NA,"Indobar","Indobar",NA,"Beverage","SUBDIST","INDOBAR","PRABUMULIH","Indonesia Barat",4,45
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,NA,"Indobar","Indobar",NA,"Beverage","SUBDIST","INDOBAR","RAHAT","Indonesia Barat",8,126.9167
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jakarta-OU","A02-MSP Subdist","Nasional","Jakarta",NA,"Subdist",NA,NA,NA,"Indobar","Indobar",NA,"Beverage","SUBDIST","INDOBAR","SOLOK","Indonesia Barat",3,3
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B01-MSP Bandung","Nasional",NA,NA,NA,"Jawa_barat",NA,"Bandung1","BDG1_Iwan","BDG1_Iwan","Bandung1","Beverage","FOOD SERVICE","FOOD SERVICE","CAFE","Bandung I",148,472.0001
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B01-MSP Bandung","Nasional",NA,NA,NA,"Jawa_barat",NA,"Bandung1","BDG1_Iwan","BDG1_Iwan","Bandung1","Beverage","FOOD SERVICE","FOOD SERVICE","RESTAURANT","Bandung I",4,0.3332
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B01-MSP Bandung","Nasional",NA,NA,NA,"Jawa_barat",NA,"Bandung1","BDG1_Iwan","BDG1_Iwan","Bandung1","Beverage","FOOD SERVICE","FOOD SUPPLIER","FOOD SUPPLIER","Bandung I",2,4
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B01-MSP Bandung","Nasional",NA,NA,NA,"Jawa_barat",NA,"Bandung1","BDG1_Iwan","BDG1_Iwan","Bandung1","Beverage","GENERAL TRADE","RETAIL","RETAIL REGULAR","Bandung I",33,149
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B01-MSP Bandung","Nasional",NA,NA,NA,"Jawa_barat",NA,"Bandung1","BDG1_Iwan","BDG1_Iwan","Bandung1","Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL HYPERMARKET","Bandung I",15,3.9167
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B01-MSP Bandung","Nasional",NA,NA,NA,"Jawa_barat",NA,"Bandung1","BDG1_Iwan","BDG1_Iwan","Bandung1","Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL MINIMARKET","Bandung I",5,2
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B01-MSP Bandung","Nasional",NA,NA,NA,"Jawa_barat",NA,"Bandung1","BDG1_Iwan","BDG1_Iwan","Bandung1","Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL SUPERMARKET","Bandung I",769,969.084
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B01-MSP Bandung","Nasional",NA,NA,NA,"Jawa_barat",NA,"Bandung1","BDG1_Iwan","BDG1_Iwan","Bandung1","Beverage","MODERN TRADE","MT NKA","NKA HYPERMARKET","Bandung I",97,186.6669
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B01-MSP Bandung","Nasional",NA,NA,NA,"Jawa_barat",NA,"Bandung1","BDG1_Iwan","BDG1_Iwan","Bandung1","Beverage","MODERN TRADE","MT NKA","NKA SUPERMARKET","Bandung I",1283,1323.4179
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B01-MSP Bandung","Nasional",NA,NA,NA,"Jawa_barat",NA,"Bandung2","BDG2_Wanto","BDG2_Wanto_Yogi","Bandung2","Beverage","FROZEN N TBK","FROZEN FOOD","FROZEN","Bandung II",2,0
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B01-MSP Bandung","Nasional",NA,NA,NA,"Jawa_barat",NA,"Bandung2","BDG2_Wanto","BDG2_Wanto_Yogi","Bandung2","Beverage","GENERAL TRADE","RETAIL","RETAIL REGULAR","Bandung II",39,38.8332
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B01-MSP Bandung","Nasional",NA,NA,NA,"Jawa_barat",NA,"Bandung2","BDG2_Wanto","BDG2_Wanto_Yogi","Bandung2","Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL HYPERMARKET","Bandung II",24,36.8334
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B01-MSP Bandung","Nasional",NA,NA,NA,"Jawa_barat",NA,"Bandung2","BDG2_Wanto","BDG2_Wanto_Yogi","Bandung2","Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL MINIMARKET","Bandung II",76,152.1666
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B01-MSP Bandung","Nasional",NA,NA,NA,"Jawa_barat",NA,"Bandung2","BDG2_Wanto","BDG2_Wanto_Yogi","Bandung2","Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL SUPERMARKET","Bandung II",937,1199.5002
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B01-MSP Bandung","Nasional",NA,NA,NA,"Jawa_barat",NA,"Bandung2","BDG2_Wanto","BDG2_Wanto_Yogi","Bandung2","Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL WHOLESALER MODERN","Bandung II",37,66.0832
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B01-MSP Bandung","Nasional",NA,NA,NA,"Jawa_barat",NA,"Bandung2","BDG2_Wanto","BDG2_Wanto_Yogi","Bandung2","Beverage","MODERN TRADE","MT NKA","NKA HYPERMARKET","Bandung II",76,64.6666
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B01-MSP Bandung","Nasional",NA,NA,NA,"Jawa_barat",NA,"Bandung2","BDG2_Wanto","BDG2_Wanto_Yogi","Bandung2","Beverage","MODERN TRADE","MT NKA","NKA SUPERMARKET","Bandung II",529,786.1668
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B02-MSP Cirebon","Nasional",NA,NA,NA,"Jawa_barat",NA,"Cirebon","CRB_Otong","CRB_Otong","Cirebon","Beverage","FOOD SERVICE","FOOD SERVICE","RESTAURANT","Cirebon",15,13
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B02-MSP Cirebon","Nasional",NA,NA,NA,"Jawa_barat",NA,"Cirebon","CRB_Otong","CRB_Otong","Cirebon","Beverage","FROZEN N TBK","TOKO BAHAN KUE","TOKO BAHAN KUE","Cirebon",5,8
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B02-MSP Cirebon","Nasional",NA,NA,NA,"Jawa_barat",NA,"Cirebon","CRB_Otong","CRB_Otong","Cirebon","Beverage","GENERAL TRADE","RETAIL","RETAIL REGULAR","Cirebon",20,167
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B02-MSP Cirebon","Nasional",NA,NA,NA,"Jawa_barat",NA,"Cirebon","CRB_Otong","CRB_Otong","Cirebon","Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL MINIMARKET","Cirebon",42,202.75
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B02-MSP Cirebon","Nasional",NA,NA,NA,"Jawa_barat",NA,"Cirebon","CRB_Otong","CRB_Otong","Cirebon","Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL SUPERMARKET","Cirebon",317,778.3334
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B02-MSP Cirebon","Nasional",NA,NA,NA,"Jawa_barat",NA,"Cirebon","CRB_Otong","CRB_Otong","Cirebon","Beverage","MODERN TRADE","MT NKA","NKA HYPERMARKET","Cirebon",37,125.4168
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B02-MSP Cirebon","Nasional",NA,NA,NA,"Jawa_barat",NA,"Cirebon","CRB_Otong","CRB_Otong","Cirebon","Beverage","MODERN TRADE","MT NKA","NKA SUPERMARKET","Cirebon",474,552.0008
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B03-MSP Tasikmalaya","Nasional",NA,NA,NA,"Jawa_barat",NA,"Tasikmalaya","TSK_Sukarno","TSK_Sukarno","Tasikmalaya","Beverage","FOOD SERVICE","FOOD SERVICE","RESTAURANT","Tasikmalaya",18,2.9171
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B03-MSP Tasikmalaya","Nasional",NA,NA,NA,"Jawa_barat",NA,"Tasikmalaya","TSK_Sukarno","TSK_Sukarno","Tasikmalaya","Beverage","FROZEN N TBK","TOKO BAHAN KUE","TOKO BAHAN KUE","Tasikmalaya",3,2.3333
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B03-MSP Tasikmalaya","Nasional",NA,NA,NA,"Jawa_barat",NA,"Tasikmalaya","TSK_Sukarno","TSK_Sukarno","Tasikmalaya","Beverage","GENERAL TRADE","RETAIL","RETAIL FOOD","Tasikmalaya",41,10.000399999999999
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B03-MSP Tasikmalaya","Nasional",NA,NA,NA,"Jawa_barat",NA,"Tasikmalaya","TSK_Sukarno","TSK_Sukarno","Tasikmalaya","Beverage","GENERAL TRADE","RETAIL","RETAIL REGULAR","Tasikmalaya",11,11
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B03-MSP Tasikmalaya","Nasional",NA,NA,NA,"Jawa_barat",NA,"Tasikmalaya","TSK_Sukarno","TSK_Sukarno","Tasikmalaya","Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL MINIMARKET","Tasikmalaya",40,113.3334
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B03-MSP Tasikmalaya","Nasional",NA,NA,NA,"Jawa_barat",NA,"Tasikmalaya","TSK_Sukarno","TSK_Sukarno","Tasikmalaya","Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL SUPERMARKET","Tasikmalaya",104,196.0002
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B03-MSP Tasikmalaya","Nasional",NA,NA,NA,"Jawa_barat",NA,"Tasikmalaya","TSK_Sukarno","TSK_Sukarno","Tasikmalaya","Beverage","MODERN TRADE","MT NKA","NKA HYPERMARKET","Tasikmalaya",27,76.0833
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Barat-OU","B03-MSP Tasikmalaya","Nasional",NA,NA,NA,"Jawa_barat",NA,"Tasikmalaya","TSK_Sukarno","TSK_Sukarno","Tasikmalaya","Beverage","MODERN TRADE","MT NKA","NKA SUPERMARKET","Tasikmalaya",226,356.1666
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C01-MSP Solo","Nasional",NA,NA,NA,NA,"Jawa_tengah","Solo","SLO_Supriyatno","SLO_Supriyatno","Solo","Beverage","FOOD SERVICE","FOOD SERVICE","CAFE","Solo",2,1
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C01-MSP Solo","Nasional",NA,NA,NA,NA,"Jawa_tengah","Solo","SLO_Supriyatno","SLO_Supriyatno","Solo","Beverage","FOOD SERVICE","FOOD SERVICE","HOTEL","Solo",4,0.5
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C01-MSP Solo","Nasional",NA,NA,NA,NA,"Jawa_tengah","Solo","SLO_Supriyatno","SLO_Supriyatno","Solo","Beverage","FOOD SERVICE","FOOD SERVICE","RESTAURANT","Solo",33,5.5838
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C01-MSP Solo","Nasional",NA,NA,NA,NA,"Jawa_tengah","Solo","SLO_Supriyatno","SLO_Supriyatno","Solo","Beverage","FROZEN N TBK","FROZEN FOOD","FROZEN","Solo",5,4.3333
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C01-MSP Solo","Nasional",NA,NA,NA,NA,"Jawa_tengah","Solo","SLO_Supriyatno","SLO_Supriyatno","Solo","Beverage","FROZEN N TBK","TOKO BAHAN KUE","TOKO BAHAN KUE","Solo",7,4.3334
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C01-MSP Solo","Nasional",NA,NA,NA,NA,"Jawa_tengah","Solo","SLO_Supriyatno","SLO_Supriyatno","Solo","Beverage","GENERAL TRADE","RETAIL","RETAIL FOOD","Solo",2,1
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C01-MSP Solo","Nasional",NA,NA,NA,NA,"Jawa_tengah","Solo","SLO_Supriyatno","SLO_Supriyatno","Solo","Beverage","GENERAL TRADE","RETAIL","RETAIL REGULAR","Solo",20,70.0832
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C01-MSP Solo","Nasional",NA,NA,NA,NA,"Jawa_tengah","Solo","SLO_Supriyatno","SLO_Supriyatno","Solo","Beverage","GENERAL TRADE","WHOLESALER","WHOLESALER BEVERAGES","Solo",1,-0.8333
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C01-MSP Solo","Nasional",NA,NA,NA,NA,"Jawa_tengah","Solo","SLO_Supriyatno","SLO_Supriyatno","Solo","Beverage","GENERAL TRADE","WHOLESALER","WHOLESALER REGULAR","Solo",1,1
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C01-MSP Solo","Nasional",NA,NA,NA,NA,"Jawa_tengah","Solo","SLO_Supriyatno","SLO_Supriyatno","Solo","Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL HYPERMARKET","Solo",2,-1.6667
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C01-MSP Solo","Nasional",NA,NA,NA,NA,"Jawa_tengah","Solo","SLO_Supriyatno","SLO_Supriyatno","Solo","Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL MINIMARKET","Solo",2,0.75
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C01-MSP Solo","Nasional",NA,NA,NA,NA,"Jawa_tengah","Solo","SLO_Supriyatno","SLO_Supriyatno","Solo","Beverage","MODERN TRADE","LMT(LOCAL MODERN TRADE)","LOCAL SUPERMARKET","Solo",496,997.5839
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C01-MSP Solo","Nasional",NA,NA,NA,NA,"Jawa_tengah","Solo","SLO_Supriyatno","SLO_Supriyatno","Solo","Beverage","MODERN TRADE","MT NKA","CASH N CARRY","Solo",41,90.4167
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C01-MSP Solo","Nasional",NA,NA,NA,NA,"Jawa_tengah","Solo","SLO_Supriyatno","SLO_Supriyatno","Solo","Beverage","MODERN TRADE","MT NKA","NKA HYPERMARKET","Solo",29,65.9999
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C01-MSP Solo","Nasional",NA,NA,NA,NA,"Jawa_tengah","Solo","SLO_Supriyatno","SLO_Supriyatno","Solo","Beverage","MODERN TRADE","MT NKA","NKA SUPERMARKET","Solo",313,176.0002
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C02-MSP Semarang","Nasional",NA,NA,NA,NA,"Jawa_tengah","Semarang","SMG_Joko","SMG_Joko_Rianto","Semarang","Beverage","FOOD SERVICE","FOOD SERVICE","BAKERY N CAKE","Semarang",5,12
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C02-MSP Semarang","Nasional",NA,NA,NA,NA,"Jawa_tengah","Semarang","SMG_Joko","SMG_Joko_Rianto","Semarang","Beverage","FOOD SERVICE","FOOD SERVICE","CAFE","Semarang",54,82.5833
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C02-MSP Semarang","Nasional",NA,NA,NA,NA,"Jawa_tengah","Semarang","SMG_Joko","SMG_Joko_Rianto","Semarang","Beverage","FOOD SERVICE","FOOD SERVICE","FOODSTALL","Semarang",3,2
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C02-MSP Semarang","Nasional",NA,NA,NA,NA,"Jawa_tengah","Semarang","SMG_Joko","SMG_Joko_Rianto","Semarang","Beverage","FOOD SERVICE","FOOD SERVICE","RESTAURANT","Semarang",24,18.2501
"MSP Nasional","04 - MARJAN W/ MILK","Marjan","MSP Jawa Tengah-OU","C02-MSP Semarang","Nasional",NA,NA,NA,NA,"Jawa_tengah","Semarang","SMG_Joko","SMG_Joko_Rianto","Semarang","Beverage","FOOD SERVICE","FOOD SUPPLIER","FOOD SUPPLIER","Semarang",3,3
